ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x1865a,CUS_0xc4a1,January,Axt,35,216-05-1990,Teacher,16227.03,,6,8,21,5,"Auto Loan, Credit-Builder Loan, Payday Loan, Personal Loan, and Payday Loan",14,13,19.2,10.0,Standard,1541.87,23.32942762211891,14 Years and 11 Months,NM,67543.0,142.270738805416,Low_spent_Small_value_payments,262.3568688195657,Poor
0x1865b,CUS_0xc4a1,February,Axt,35,216-05-1990,Teacher,16227.03,,6,8,21,5,"Auto Loan, Credit-Builder Loan, Payday Loan, Personal Loan, and Payday Loan",18,12,19.2,10.0,Standard,1541.87,32.747399916214405,15 Years and 0 Months,Yes,49.997642375018366,113.7136165074926,High_spent_Small_value_payments,260.913991117489,Poor
0x1865c,CUS_0xc4a1,March,Axt,35_,216-05-1990,Teacher,16227.03,1646.2525,1553,8,21,5,"Auto Loan, Credit-Builder Loan, Payday Loan, Personal Loan, and Payday Loan",18,12,19.2,10.0,Standard,1541.87,28.686483919288435,15 Years and 1 Months,Yes,49.997642375018366,82.69077723516743,Low_spent_Small_value_payments,321.9368303898142,Poor
0x1865d,CUS_0xc4a1,April,Axt,35_,216-05-1990,Teacher,16227.03,,6,8,21,5,"Auto Loan, Credit-Builder Loan, Payday Loan, Personal Loan, and Payday Loan",14,12,19.2,10.0,Standard,1541.87,34.94799134319148,15 Years and 2 Months,Yes,49.997642375018366,123.06831641600355,Low_spent_Medium_value_payments,271.5592912089781,Poor
0x1865e,CUS_0xc4a1,May,Axt,35,216-05-1990,Teacher,16227.03,1646.2525,6,8,21,5,"Auto Loan, Credit-Builder Loan, Payday Loan, Personal Loan, and Payday Loan",13,11,19.2,10.0,Standard,1541.87,33.10470597566603,15 Years and 3 Months,Yes,49.997642375018366,194.91875192621598,Low_spent_Small_value_payments,209.7088556987657,Poor
0x18660,CUS_0xc4a1,July,,35,216-05-1990,Teacher,16227.03,1646.2525,6,8,21,5,"Auto Loan, Credit-Builder Loan, Payday Loan, Personal Loan, and Payday Loan",18,12,19.2,14.0,Standard,1541.87,30.414472499642734,15 Years and 5 Months,Yes,49.997642375018366,56.74071675086426,Low_spent_Small_value_payments,347.88689087411734,Poor
0x18661,CUS_0xc4a1,August,Axt,35,#F%$D@*&8,Teacher,16227.03,1646.2525,6,8,21,5,"Auto Loan, Credit-Builder Loan, Payday Loan, Personal Loan, and Payday Loan",18,12,19.2,14.0,Standard,1541.87,36.03425091174139,15 Years and 6 Months,Yes,49.997642375018366,48.155496641786385,Low_spent_Large_value_payments,336.4721109831953,Poor
0x18666,CUS_0x4b86,January,Nachtigalh,19,942-96-5677,Manager,17565.58_,1588.7983333333334,10,8,32,8,"Credit-Builder Loan, Personal Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Auto Loan, Mortgage Loan, and Payday Loan",16,16,21.67,12.0,Bad,2986.89,37.167067691217056,6 Years and 3 Months,Yes,100.63745960566128,72.55901616752394,Low_spent_Small_value_payments,275.68335756014807,Poor
0x18667,CUS_0x4b86,February,Nachtigalh,19,942-96-5677,Manager,17565.58,1588.7983333333334,10,8,32,8,"Credit-Builder Loan, Personal Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Auto Loan, Mortgage Loan, and Payday Loan",18,16,20.67,12.0,Bad,2986.89,34.935522686968014,6 Years and 4 Months,Yes,100.63745960566128,69.75528204906895,Low_spent_Small_value_payments,278.487091678603,Poor
0x18668,CUS_0x4b86,March,Nachtigalh,19,942-96-5677,Manager,17565.58,1588.7983333333334,10,8,32,8,"Credit-Builder Loan, Personal Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Auto Loan, Mortgage Loan, and Payday Loan",16,17,19.67,12.0,Bad,2986.89,33.38544971525537,,Yes,100.63745960566128,66.79002887510671,Low_spent_Medium_value_payments,271.4523448525653,Poor
0x18669,CUS_0x4b86,April,Nachtigalh,19,#F%$D@*&8,Manager,17565.58,1588.7983333333334,10,8,32,8_,"Credit-Builder Loan, Personal Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Auto Loan, Mortgage Loan, and Payday Loan",16,14,19.67,12.0,Bad,2986.89,36.00273676334135,6 Years and 6 Months,Yes,100.63745960566128,60.084230843547964,Low_spent_Small_value_payments,288.15814288412406,Poor
0x1866b,CUS_0x4b86,June,Nachtigalh,20,942-96-5677,_______,17565.58,1588.7983333333334,10,8,32,8,"Credit-Builder Loan, Personal Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Auto Loan, Mortgage Loan, and Payday Loan",16,16,19.67,12.0,Bad,2986.89,30.15277305640797,6 Years and 8 Months,Yes,100.63745960566128,141.10213700900394,Low_spent_Small_value_payments,207.1402367186681,Poor
0x1866c,CUS_0x4b86,July,Nachtigalh,20,942-96-5677,Manager,17565.58,1588.7983333333334,10,8,32,8,"Credit-Builder Loan, Personal Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Auto Loan, Mortgage Loan, and Payday Loan",16,16,19.67,12.0,_,2986.89_,36.52986651460725,6 Years and 9 Months,NM,100.63745960566128,81.82960089788335,Low_spent_Medium_value_payments,256.4127728297887,Poor
0x1866d,CUS_0x4b86,August,Nachtigalh,20,942-96-5677,Manager,17565.58,1588.7983333333334,10,8,32,8,"Credit-Builder Loan, Personal Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Auto Loan, Mortgage Loan, and Payday Loan",16,16,19.67,12.0,Bad,2986.89,33.551946267430765,6 Years and 10 Months,Yes,100.63745960566128,193.95137590409058,Low_spent_Small_value_payments,154.29099782358142,Poor
0x18673,CUS_0x7494,February,Andrew Callusr,24,260-03-9307,Entrepreneur,58609.64,4763.136666666666,1,230,3,3,"Personal Loan, Auto Loan, and Auto Loan",8,1,2.02,3.0,Good,760.97,28.932152236411504,30 Years and 5 Months,No,140.97657533860215,156.50036032204784,High_spent_Medium_value_payments,428.83673100601663,Good
0x18674,CUS_0x7494,March,,24,260-03-9307,Entrepreneur,58609.64,4763.136666666666,1,2,3,3,"Personal Loan, Auto Loan, and Auto Loan",10,1,2.02,3.0,Good,760.97,27.79945304410336,30 Years and 6 Months,No,140.97657533860215,,Low_spent_Large_value_payments,171.7657638513776,Good
0x18679,CUS_0x7494,August,Andrew Callusr,25,260-03-9307,Entrepreneur,58609.64_,4763.136666666666,1,2,3,3,"Personal Loan, Auto Loan, and Auto Loan",8,,2.02,3.0,Good,760.97,37.409425332938795,30 Years and 11 Months,No,140.97657533860215,181.39272916758583,High_spent_Small_value_payments,413.9443621604786,Good
0x18681,CUS_0x87b8,April,Brettj,31,468-89-4698,Scientist,23054.08,2052.173333333333,3,3,16,0,,11,8,19.85,0.0,Standard,573.89,26.292058939604377,26 Years and 0 Months,Yes,0.0,135.49409800285122,Low_spent_Small_value_payments,359.7232353304821,Poor
0x18682,CUS_0x87b8,May,Brettj,31,#F%$D@*&8,Scientist,23054.08,,3,3,16,0,,9,8,26.85,0.0,Standard,573.89,35.834801322132826,26 Years and 1 Months,Yes,0.0,139.3229196329103,Low_spent_Small_value_payments,355.89441370042306,Poor
0x18683,CUS_0x87b8,June,Brettj,31,468-89-4698,_______,23054.08,2052.173333333333,3,3,16,0,,13,8,19.85,0.0,Standard,573.89,38.03891453697987,26 Years and 2 Months,Yes,0.0,111.05770963587848,Low_spent_Medium_value_payments,374.15962369745483,Poor
0x1868b,CUS_0x5002,February,Ann Saphird,18,913-93-5303,Developer,63402.2,5475.516666666666,5,3,18,4,"Mortgage Loan, Student Loan, Credit-Builder Loan, and Home Equity Loan",16,15,14.05,5.0,Standard,2153.66,26.449048438880386,19 Years and 0 Months,Yes,152.10590568183474,115.15195395701721,High_spent_Medium_value_payments,530.2938070278146,Poor
0x1868d,CUS_0x5002,April,Ann Saphird,18,913-93-5303,Developer,63402.2,5475.516666666666,5,3,18,4,"Mortgage Loan, Student Loan, Credit-Builder Loan, and Home Equity Loan",20,15,14.05,5.0,Standard,2153.66,25.63079422303741,19 Years and 2 Months,Yes,152.10590568183474,150.02119152157957,High_spent_Medium_value_payments,495.42456946325234,Poor
0x1868e,CUS_0x5002,May,Ann Saphird,18,#F%$D@*&8,Developer,63402.2,5475.516666666666,5,3,18,4,"Mortgage Loan, Student Loan, Credit-Builder Loan, and Home Equity Loan",20,14,8.05,5.0,Standard,2153.66,35.026240505669364,19 Years and 3 Months,Yes,152.10590568183474,__10000__,High_spent_Small_value_payments,404.63856242992586,Poor
0x1868f,CUS_0x5002,June,Ann Saphird,18,913-93-5303,Developer,63402.2,5475.516666666666,5,3,18,4,"Mortgage Loan, Student Loan, Credit-Builder Loan, and Home Equity Loan",20,15,14.05,5.0,Standard,2153.66,23.37919949933537,19 Years and 4 Months,Yes,152.10590568183474,415.4287522318818,Low_spent_Medium_value_payments,260.0170087529501,Poor
0x18691,CUS_0x5002,August,Ann Saphird,19,913-93-5303,Developer,63402.2,5475.516666666666,5,3,18,4,"Mortgage Loan, Student Loan, Credit-Builder Loan, and Home Equity Loan",20,,14.05,5.0,Standard,2153.66,38.908368128681936,19 Years and 6 Months,Yes,152.10590568183474,302.2807663845683,High_spent_Small_value_payments,353.1649946002635,Poor
0x186a8,CUS_0x76ad,July,,21,964-38-3338,Mechanic,29704.64,2365.3866666666668,4,7,13,-100,"Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, and Payday Loan",18,17,7.1,5.0,Standard,1713.04,23.37817682054649,14 Years and 8 Months,Yes,68.74078854308499,93.399168243103,Low_spent_Large_value_payments,344.3987098804787,Poor
0x186d2,CUS_0xb8af,January,Deyg,38,641-83-1438,Journalist,59893.26,,6,3,9,-100,Auto Loan,16,19,3.89,2.0,Good,1457.41,35.311527870430425,21 Years and 1 Months,No,40.78819745724682,299.74388750197437,High_spent_Small_value_payments,424.6784150407788,Good
0x186d3,CUS_0xb8af,February,Deyg,38,641-83-1438,Journalist,59893.26,,6,3,9,1,Auto Loan,11,20,3.89,,Good,1457.41,38.4275730792919,21 Years and 2 Months,No,40.78819745724682,126.24200890827316,!@9#%8,588.1802936344801,Good
0x186d6,CUS_0xb8af,May,Deyg,38_,641-83-1438,Journalist,59893.26,5052.105000000001,6,3,9,1,Auto Loan,11,22,3.89,,Good,1457.41,33.34047240047655,,No,40.78819745724682,435.49699809162115,Low_spent_Large_value_payments,298.92530445113215,Good
0x186e1,CUS_0xa99a,April,Luciad,55,670-51-6382,Teacher,177846.68,14855.556666666664,4,6,12,0,,6,,6.57,5.0,Good,166.75,37.012569730300314,26 Years and 0 Months,No,0.0,528.7873018530222,Low_spent_Medium_value_payments,1236.7683648136447,Poor
0x186e2,CUS_0xa99a,May,Luciad,55,670-51-6382,Teacher,177846.68,14855.556666666664,4,6,12,0,,6,2,10.57,5.0,Good,166.75,36.133938094721735,26 Years and 1 Months,No,68964.0,234.98539984524552,High_spent_Large_value_payments,1490.5702668214212,Poor
0x186e3,CUS_0xa99a,June,Luciad,55_,670-51-6382,Teacher,177846.68,14855.556666666664,4,6,12,0,,6,1489,10.57,5.0,Good,166.75,42.996608384449864,26 Years and 2 Months,NM,0.0,278.19656766675297,!@9#%8,1447.3590989999136,Poor
0x186ea,CUS_0xae08,January,Wachtelm,19,973-35-3846,Accountant,63523.48_,5438.623333333334,7,7,19,5,"Home Equity Loan, Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, and Mortgage Loan",30,,_,8.0,Standard,1884.63,39.039926780444155,15 Years and 5 Months,Yes,237.07301941124928,219.60240221879417,High_spent_Medium_value_payments,337.18691170328987,Poor
0x186ec,CUS_0xae08,March,Wachtelm,20,973-35-3846,Accountant,63523.48,5438.623333333334,7,7,19,5,"Home Equity Loan, Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, and Mortgage Loan",24,20,8.39,8.0,Standard,1884.63,29.831677195521394,15 Years and 7 Months,Yes,237.07301941124928,445.9810313741098,Low_spent_Medium_value_payments,140.80828254797427,Poor
0x186ed,CUS_0xae08,April,Wachtelm,20_,973-35-3846,Accountant,63523.48,5438.623333333334,7,7,19,5,"Home Equity Loan, Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, and Mortgage Loan",25,,8.39,8.0,Standard,1884.63,24.684167582553577,,Yes,237.07301941124928,282.65730580668105,Low_spent_Large_value_payments,294.13200811540304,Poor
0x186ef,CUS_0xae08,June,Wachtelm,20,973-35-3846,Accountant,63523.48,5438.623333333334,7,7,19,5,"Home Equity Loan, Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, and Mortgage Loan",25,18,_,8.0,Standard,1884.63,36.76631779035013,15 Years and 10 Months,Yes,237.07301941124928,260.78656088396804,Low_spent_Medium_value_payments,326.00275303811605,Poor
0x186f0,CUS_0xae08,July,Wachtelm,20,973-35-3846,Accountant,63523.48,5438.623333333334,7,7,19,5,"Home Equity Loan, Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, and Mortgage Loan",24,17,8.39,8.0,Standard,1884.63,23.79811015829075,15 Years and 11 Months,Yes,237.07301941124928,446.69378853865237,Low_spent_Medium_value_payments,140.09552538343178,Poor
0x186f1,CUS_0xae08,August,Wachtelm,20,973-35-3846,Accountant,63523.48,5438.623333333334,7,7,19,5,"Home Equity Loan, Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, and Mortgage Loan",30,17,8.39,10.0,Standard,1884.63,37.03831780184422,16 Years and 0 Months,NM,237.07301941124928,83.53382655013006,!@9#%8,463.25548737195396,Poor
0x186fd,CUS_0x4587,August,Herbste,54,734-40-0202,Accountant,56751.72,4572.31,7,6,19,4,"Auto Loan, Student Loan, Mortgage Loan, and Student Loan",19,19,4.0,1.0,Standard,768.79,27.43213152220233,31 Years and 10 Months,No,121.44579177325328,281.9354516406438,Low_spent_Large_value_payments,323.84975658610296,Poor
0x18704,CUS_0x320f,March,Carolineq,27,198-54-4740,Teacher,132324.18,11027.015,5,5,7,4,"Mortgage Loan, Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan",9,11,11.79,8.0,Good,1487.26,36.38778328390136,19 Years and 0 Months,No,378.7296616676232,147.69350038028446,High_spent_Large_value_payments,816.2783379520923,Good
0x18708,CUS_0x320f,July,Carolineq,28,198-54-4740,Teacher,132324.18,11027.015,5,5,7,4_,"Mortgage Loan, Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan",9,11,11.79,8.0,_,1487.26,42.74712860013613,19 Years and 4 Months,No,378.7296616676232,__10000__,High_spent_Large_value_payments,712.357669278598,Good
0x1870f,CUS_0x5bf8,February,Glennh,53_,216-78-7750,Doctor,66882.74,5656.561666666667,4,3,3,3,"Payday Loan, Payday Loan, and Personal Loan",12,4,5.69,7.0,_,1472.91,36.267390408396395,17 Years and 4 Months,No,108.4322620475159,329.8970353463893,Low_spent_Small_value_payments,417.3268692727616,Good
0x18710,CUS_0x5bf8,March,Glennh,53,216-78-7750,Doctor,66882.74,5656.561666666667,4,3,3,3,"Payday Loan, Payday Loan, and Personal Loan",12,5,5.69,7.0,Good,1472.91,28.163606366087212,17 Years and 5 Months,No,108.4322620475159,__10000__,Low_spent_Small_value_payments,,Good
0x18711,CUS_0x5bf8,April,Glennh,7240,216-78-7750,Doctor,66882.74,5656.561666666667,4,3,3,3,"Payday Loan, Payday Loan, and Personal Loan",9,5,10.69,7.0,Good,1472.91,33.84105552598033,,No,108.4322620475159,__10000__,High_spent_Medium_value_payments,474.0560226989756,Good
0x1871f,CUS_0x5a92,June,Gillams,42,486-47-1751,Doctor,124534.38,,1,1,9,3,"Mortgage Loan, Auto Loan, and Home Equity Loan",0,,9.55,1.0,_,757.38,27.84577095407988,17 Years and 10 Months,No,174.3385269738251,235.1288245242924,High_spent_Large_value_payments,892.7191485018826,Good
0x18720,CUS_0x5a92,July,Gillams,42,486-47-1751,Doctor,124534.38,10621.865,1,1,9,3,"Mortgage Loan, Auto Loan, and Home Equity Loan",2,14,9.55,4.0,Good,757.38,22.996568315251835,17 Years and 11 Months,No,174.3385269738251,898.9669755471015,Low_spent_Medium_value_payments,268.8809974790736,Good
0x18721,CUS_0x5a92,August,Gillams,42,486-47-1751,Doctor,124534.38,10621.865,1,1,9,3,"Mortgage Loan, Auto Loan, and Home Equity Loan",0,14,9.55,4.0,_,757.38,38.5873708670196,18 Years and 0 Months,NM,174.3385269738251,601.1670493736199,High_spent_Small_value_payments,546.6809236525552,Good
0x1874a,CUS_0xb7fa,January,Eric M.d,33,936-71-6162,Entrepreneur,30386.2,2650.183333333333,7,8,21,9,"Credit-Builder Loan, Payday Loan, Student Loan, Personal Loan, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",47,20,17.53,8.0,Bad,4902.83,25.57740702984026,7 Years and 9 Months,Yes,193.72585215484088,170.009214849578,High_spent_Small_value_payments,161.28326632891452,Poor
0x1874b,CUS_0xb7fa,February,Eric M.d,34,936-71-6162,_______,30386.2,2650.183333333333,7,8,21,-100,"Credit-Builder Loan, Payday Loan, Student Loan, Personal Loan, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",47,22,17.53,8.0,Bad,4902.83,22.064111384069825,7 Years and 10 Months,NM,193.72585215484088,310.16971005613937,Low_spent_Small_value_payments,51.122771122353065,Poor
0x1874c,CUS_0xb7fa,March,Eric M.d,34,936-71-6162,Entrepreneur,30386.2,2650.183333333333,7,8,21,9,"Credit-Builder Loan, Payday Loan, Student Loan, Personal Loan, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",47,22,17.53,8.0,Bad,4902.83,26.25423080810913,,Yes,193.72585215484088,27.458714033191036,!@9#%8,283.8337671453015,Poor
0x1874f,CUS_0xb7fa,June,Eric M.d,34,936-71-6162,Entrepreneur,30386.2,2650.183333333333,7,8,21,9,"Credit-Builder Loan, Payday Loan, Student Loan, Personal Loan, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",47,22,17.53,11.0,Bad,4902.83,35.609328485634926,8 Years and 2 Months,Yes,193.72585215484088,312.1558888191733,Low_spent_Small_value_payments,49.1365923593192,Poor
0x18750,CUS_0xb7fa,July,,34,936-71-6162,Entrepreneur,30386.2,2650.183333333333,7,357,21,9,"Credit-Builder Loan, Payday Loan, Student Loan, Personal Loan, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",44,22,17.53,11.0,_,4902.83,22.93799987991333,8 Years and 3 Months,Yes,193.72585215484088,258.32328454179407,Low_spent_Small_value_payments,102.96919663669844,Poor
0x18756,CUS_0xa64d,January,,41,190-66-0409,Doctor,30117.42,2312.785,7,7,29,3,"Auto Loan, Credit-Builder Loan, and Credit-Builder Loan",58,8,10.69,11.0,Standard,1512.32,29.061077978287923,5 Years and 5 Months,NM,51.14064749348075,__10000__,Low_spent_Large_value_payments,234.82940690479322,Poor
0x18757,CUS_0xa64d,February,Nick Edwardsl,42,190-66-0409,Doctor,30117.42,2312.785,7,7,29,3,"Auto Loan, Credit-Builder Loan, and Credit-Builder Loan",58,8,10.69,11.0,Standard,1512.32,33.846521785963645,5 Years and 6 Months,Yes,51.14064749348075,78.62928309357794,High_spent_Small_value_payments,361.50856941294137,Poor
0x18759,CUS_0xa64d,April,,42,190-66-0409,Doctor,30117.42,,7,7,29,3,"Auto Loan, Credit-Builder Loan, and Credit-Builder Loan",58,8,10.69,,_,1512.32,37.536956464215024,5 Years and 8 Months,Yes,51.14064749348075,187.5650977273093,Low_spent_Large_value_payments,262.57275477921,Poor
0x1875a,CUS_0xa64d,May,,42,190-66-0409,Doctor,30117.42,2312.785,7,7,29,3,"Auto Loan, Credit-Builder Loan, and Credit-Builder Loan",58,8,10.69,11.0,Standard,1512.32,31.667246882167724,5 Years and 9 Months,Yes,51.14064749348075,77.5306682833693,High_spent_Medium_value_payments,352.60718422314994,Poor
0x1875b,CUS_0xa64d,June,,42,190-66-0409,Doctor,30117.42,2312.785,7,7,29,3,"Auto Loan, Credit-Builder Loan, and Credit-Builder Loan",58,8,4.69,11.0,Standard,1512.32,26.54014424995892,5 Years and 10 Months,Yes,51.14064749348075,207.4687280486333,Low_spent_Medium_value_payments,252.66912445788589,Poor
0x1875c,CUS_0xa64d,July,Nick Edwardsl,42,190-66-0409,Doctor,30117.42,2312.785,7,7,29,3,"Auto Loan, Credit-Builder Loan, and Credit-Builder Loan",58,7,10.69,11.0,Standard,1512.32,29.988123033443287,5 Years and 11 Months,Yes,51.14064749348075,130.8597570514417,Low_spent_Small_value_payments,339.2780954550776,Poor
0x1875d,CUS_0xa64d,August,Nick Edwardsl,42,190-66-0409,Doctor,30117.42,2312.785,7,7,29,3,"Auto Loan, Credit-Builder Loan, and Credit-Builder Loan",55,8,10.69,11.0,Standard,1512.32,33.598085391791905,6 Years and 0 Months,Yes,51.14064749348075,__10000__,High_spent_Medium_value_payments,374.3461768865065,Poor
0x18764,CUS_0x3a06,March,Janes,32,079-88-9608,Journalist,30560.73,2692.7275,5,4,3,-100,"Credit-Builder Loan, Student Loan, Personal Loan, and Personal Loan",10,5,-1.36,2.0,Good,1354.32,35.13164161796348,24 Years and 9 Months,No,73.51315400523272,180.4059711162408,Low_spent_Large_value_payments,285.3536248785265,Good
0x18767,CUS_0x3a06,June,Janes,32,079-88-9608,Journalist,30560.73,2692.7275,5,4,3,-100,"Credit-Builder Loan, Student Loan, Personal Loan, and Personal Loan",14,5,10.64,2.0,Good,1354.32,34.6905521334088,25 Years and 0 Months,No,73.51315400523272,36.82203464582929,High_spent_Large_value_payments,398.93756134893806,Good
0x18768,CUS_0x3a06,July,Janes,32,#F%$D@*&8,Journalist,30560.73,2692.7275,5,4,3,4,"Credit-Builder Loan, Student Loan, Personal Loan, and Personal Loan",13,2,3.64,2.0,Good,1354.32,30.205224512421506,25 Years and 1 Months,NM,73.51315400523272,134.88799708220043,Low_spent_Small_value_payments,350.8715989125669,Good
0x1876e,CUS_0x353a,January,,37,018-27-6780,Teacher,15785.04,1369.42,8,10,18,2,"Payday Loan, and Mortgage Loan",32,15,4.44,7.0,Bad,1466.43,30.81415080992568,7 Years and 4 Months,NM,17.379240482618535,119.92141663155658,Low_spent_Small_value_payments,289.6413428858249,Poor
0x1876f,CUS_0x353a,February,Praveenx,37,#F%$D@*&8,Teacher,15785.04,1369.42,8,10,18,2,"Payday Loan, and Mortgage Loan",32,18,-1.5599999999999996,7.0,Bad,1466.43,32.04866444005939,,Yes,17.379240482618535,83.09188075104619,Low_spent_Small_value_payments,326.4708787663353,Poor
0x18770,CUS_0x353a,March,Praveenx,38,018-27-6780,_______,15785.04_,1369.42,8,10,18,2,"Payday Loan, and Mortgage Loan",32,15,4.44,12.0,Bad,1466.43,37.0943836158354,7 Years and 6 Months,Yes,17.379240482618535,137.09464049339365,Low_spent_Medium_value_payments,262.4681190239878,Poor
0x18774,CUS_0x353a,July,Praveenx,38,018-27-6780,Teacher,15785.04,1369.42,8,10,18,2,"Payday Loan, and Mortgage Loan",36,15,4.44,12.0,Bad,1466.43,23.80229815420314,7 Years and 10 Months,Yes,17.379240482618535,67.48553661657199,Low_spent_Medium_value_payments,332.07722290080955,Poor
0x1877a,CUS_0xab9c,January,,38,229-52-6885,Architect,132370.2,11263.85,3,4,4,3,"Auto Loan, Auto Loan, and Mortgage Loan",3,4_,13.34,3.0,Good,1064.61,35.78398878766108,31 Years and 7 Months,No,209.78949707106773,247.8850075732041,High_spent_Medium_value_payments,918.710495355728,Good
0x1877b,CUS_0xab9c,February,Tagarise,38,229-52-6885,Architect,132370.2_,,3,4,4,3,"Auto Loan, Auto Loan, and Mortgage Loan",3,7,6.34,3.0,Good,1064.61,33.76230335632455,,No,209.78949707106773,622.8314939337478,Low_spent_Medium_value_payments,573.7640089951844,Good
0x1877c,CUS_0xab9c,March,Tagarise,39,229-52-6885,Architect,132370.2,11263.85,3,4,4,3,"Auto Loan, Auto Loan, and Mortgage Loan",3,9,6.34,3.0,_,1064.61_,31.26305881258493,31 Years and 9 Months,No,209.78949707106773,161.6930597097761,High_spent_Large_value_payments,994.902443219156,Good
0x1877d,CUS_0xab9c,April,Tagarise,751,229-52-6885,Architect,132370.2,11263.85,3,4,4,3,"Auto Loan, Auto Loan, and Mortgage Loan",3,7,6.34,3.0,Good,1064.61,33.955237583366326,31 Years and 10 Months,No,209.78949707106773,604.1934655248135,Low_spent_Large_value_payments,582.4020374041187,Good
0x1877e,CUS_0xab9c,May,Tagarise,39,229-52-6885,Architect,132370.2,11263.85,3,4,4,3_,"Auto Loan, Auto Loan, and Mortgage Loan",3,7,6.34,3.0,Good,1064.61,42.2551133672849,31 Years and 11 Months,No,209.78949707106773,231.16219362481775,High_spent_Large_value_payments,925.4333093041143,Good
0x1877f,CUS_0xab9c,June,Tagarise,39,229-52-6885,Architect,132370.2,,3,4,4,3,"Auto Loan, Auto Loan, and Mortgage Loan",3,6,6.34,3.0,Good,1064.61,35.06181440361919,32 Years and 0 Months,No,209.78949707106773,287.6284323777833,!@9#%8,878.9670705511488,Good
0x18780,CUS_0xab9c,July,,39,229-52-6885,Architect,132370.2,11263.85,3,4,4,3,"Auto Loan, Auto Loan, and Mortgage Loan",4,7,12.34,3.0,Good,1064.61,23.80795704071681,32 Years and 1 Months,No,209.78949707106773,808.8681793815863,Low_spent_Medium_value_payments,387.7273235473458,Good
0x18792,CUS_0x9bbc,January,Solarina Hoc,-500,456-23-6568,Doctor,18504.72,1757.0600000000004,6,5,18,6,"Not Specified, Credit-Builder Loan, Payday Loan, Student Loan, Student Loan, and Mortgage Loan",21,20,8.38,9.0,Bad,2000.01,29.953519375471902,,Yes,48.79806633253328,139.04511451518852,Low_spent_Small_value_payments,277.86281915227823,Poor
0x18793,CUS_0x9bbc,February,Solarina Hoc,20,456-23-6568,Doctor,18504.72,1757.0600000000004,6,5,18,6,"Not Specified, Credit-Builder Loan, Payday Loan, Student Loan, Student Loan, and Mortgage Loan",21,19,8.38,9.0,Bad,2000.01,28.147112115628996,8 Years and 2 Months,NM,48.79806633253328,18.318753160662936,!@9#%8,348.5891805068038,Poor
0x18794,CUS_0x9bbc,March,Solarina Hoc,20,456-23-6568,Doctor,18504.72_,1757.0600000000004,6,5,18,6,"Not Specified, Credit-Builder Loan, Payday Loan, Student Loan, Student Loan, and Mortgage Loan",22,19,8.38,9.0,Bad,2000.01,39.89499131241616,8 Years and 3 Months,Yes,48.79806633253328,17.776998751241347,!@9#%8,349.1309349162254,Poor
0x18795,CUS_0x9bbc,April,Solarina Hoc,20,456-23-6568,Doctor,18504.72,1757.0600000000004,6,5,18,6,"Not Specified, Credit-Builder Loan, Payday Loan, Student Loan, Student Loan, and Mortgage Loan",26,19,8.38,9.0,Bad,2000.01,29.27821182834889,8 Years and 4 Months,NM,48.79806633253328,41.0168976326864,High_spent_Large_value_payments,325.89103603478037,Poor
0x18796,CUS_0x9bbc,May,Solarina Hoc,21,456-23-6568,_______,18504.72,1757.0600000000004,6,5,18,6,"Not Specified, Credit-Builder Loan, Payday Loan, Student Loan, Student Loan, and Mortgage Loan",18,19,7.380000000000001,9.0,Bad,2000.01,38.57662805507575,8 Years and 5 Months,Yes,48.79806633253328,175.03888318036715,Low_spent_Small_value_payments,241.8690504870996,Poor
